206600,NE-Muscle-Semispinalis-Cervicis-C2-T2-L
206610,NE-Muscle-Semispinalis-Cervicis-C3-T2-L
206620,NE-Muscle-Semispinalis-Cervicis-C2-T3-L
206630,NE-Muscle-Semispinalis-Cervicis-C3-T3-L
206640,NE-Muscle-Semispinalis-Cervicis-C4-T3-L
206650,NE-Muscle-Semispinalis-Cervicis-C3-T4-L
206660,NE-Muscle-Semispinalis-Cervicis-C4-T4-L
206670,NE-Muscle-Semispinalis-Cervicis-C5-T4-L
206680,NE-Muscle-Semispinalis-Cervicis-C6-T5-L
206690,NE-Muscle-Semispinalis-Cervicis-C7-T5-L
256600,NE-Muscle-Semispinalis-Cervicis-C2-T2-R
256610,NE-Muscle-Semispinalis-Cervicis-C3-T2-R
256620,NE-Muscle-Semispinalis-Cervicis-C2-T3-R
256630,NE-Muscle-Semispinalis-Cervicis-C3-T3-R
256640,NE-Muscle-Semispinalis-Cervicis-C4-T3-R
256650,NE-Muscle-Semispinalis-Cervicis-C3-T4-R
256660,NE-Muscle-Semispinalis-Cervicis-C4-T4-R
256670,NE-Muscle-Semispinalis-Cervicis-C5-T4-R
256680,NE-Muscle-Semispinalis-Cervicis-C6-T5-R
256690,NE-Muscle-Semispinalis-Cervicis-C7-T5-R
